s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120,s121,s122,s123,s124,s125,s126,s127,label
15917.377,15944.7139,16139.6953,16536.959,16387.2676,16475.2812,15900.0127,15966.3799,16382.4834,16303.376,16636.2832,16237.8594,16578.7051,15940.7471,16104.4854,16005.3066,16042.2559,16292.708,16328.0244,16562.7051,15849.4326,15989.9023,16209.2637,16367.6465,16533.4648,16380.0283,16500.4766,16134.5176,15913.7764,16120.7949,16430.498,16793.8711,16419.5195,16254.3174,15852.7021,16226.6875,15927.002,15826.4648,16331.9805,16512.002,16701.6309,16073.6338,15946.6279,16068.1582,16194.6289,16729.2988,16367.3379,16352.666,16078.7012,15972.9824,16266.249,16490.832,16743.0234,16078.3086,16282.8135,16146.4307,16078.0322,16247.8379,15997.0566,16641.0254,16328.793,16469.7109,16029.3818,16131.6455,15975.1367,16472.3926,16562.0918,16222.9893,16496.4121,16074.249,16016.5742,16295.9023,16475.043,16747.4883,16129.5205,16111.249,16204.6289,16103.2021,16376.0947,16404.0918,16382.0098,16305.5479,16486.0723,15975.5215,15987.8965,16096.9883,16376.6787,16647.3652,16146.792,16328.3203,16108.2559,15870.2246,16313.2373,16335.8477,16663.0293,16066.2217,16180.3643,16088.0684,16147.252,16290.2559,16193.1592,16598.2598,15977.1523,16456.9609,15990.4121,16050.1113,16217.5781,16307.0234,16407.4277,16163.083,16249.6162,15872.584,16074.3467,16215.252,16307.252,16715.1973,16159.625,16061.6641,16107.041,16138.8066,16264.7617,16378.8184,16473.4609,16084.8027,15979.752,16262.875,16072.8809,16244.7666,0
16241.6406,16194.2373,16252.2383,16490.8301,16133.5801,15982.8164,16241.0791,15995.0117,16251.9053,16251.0732,16776.0859,16093.5566,16106.8662,16050.9063,16145.3105,16272.4482,16050.3994,16678.3633,16124.2891,16064.5547,16219.7324,16159.1963,16091.5352,16188.957,16615.4551,16136.0469,15932.8799,16189.1113,16000.5322,16128.623,16301.2314,16529.4512,16078.1494,16218.2432,16207.1318,16209.1416,16112.627,16115.5693,16554.5742,16158.1914,15979.4756,16182.3105,16118.8096,16232.8975,16153.2646,16170.5713,16249.1533,16119.1191,16350.1924,16213.2314,16019.4854,16136.082,16256.7842,15845.2793,16183.876,16273.0889,15999.667,16231.3301,16249.3633,16552.1484,16130.9365,16017.6846,16344.6533,16329.2334,16219.3691,15971.1309,16146.4424,16220.9473,16356.71,16333.2266,15988.7061,16059.5625,16329.8945,16201.6289,16366.5469,16218.7949,16222.1904,16241.6846,16168.3193,16204.5498,16472.1211,16087.3486,15987.1611,16410.8809,16166.9023,16103.5479,15934.2422,16157.1436,16265.9521,16160.623,16272.5313,16233.3584,16154.2744,16476.709,16164.1328,16220.1143,16275.2373,16257.9297,16203.8896,16187.3711,16196.4355,16323.7383,16000.21,15985.0732,16444.6562,16088.8594,16113.9707,16098.3662,16079.7959,16246.0947,16296.6826,16369.6025,15983.9229,16184.6758,16216.1152,16162.0215,16300.2373,16058.4639,16105.7412,16049.3896,16133.4561,15976.2598,16378.7822,16281.624,16179.4678,16330.3281,16034.4482,16119.7051,0
16288.5166,16199.1465,16255.1904,15994.9785,16215.6943,16192.5713,16283.9893,16601.3867,16150.5742,16116.7051,16030.3721,16017.5107,16508.2383,16230.6162,16497.625,16207.7119,16276.4023,16118.5244,16074.8604,16120.4336,16298.6387,16270.4238,16145.0771,16382.2861,16093.375,16042.9971,16214.9219,16145.125,16492.2227,16052.2773,16312.0674,16031.292,16111.083,16415.1895,16093.2217,16563.3164,16106.2998,16114.8594,16228.6113,16262.7324,16095.084,16081.3379,16257.6299,16256.2646,16370.8105,15952.251,16121.4883,16165.9404,16316.4854,16308.9443,16069.0127,16236.9678,16104.4365,16103.6152,16286.2324,16125.4385,16415.1484,16164.6064,16195.7803,15982.6494,16341.623,16174.9941,16165.6807,16214.5977,16186.1914,16230.8027,16122.166,16051.8311,16197.6377,16249.7461,16418.7793,16118.9941,16321.8848,16100.4619,15951.4609,16239.8115,16142.1572,16572.5996,16141.3486,15998.0127,15954.8574,16106.7939,16280.1123,16293.2412,16279.2988,16074.6201,16327.4365,15977.5508,16153.3594,16344.7939,16088.5898,16463.1621,16143.7598,16244.3467,16061.4248,16145.4395,16232.1523,15990.9082,16420.8516,16161.3906,16358.5498,16193.6016,15829.3242,16266.6152,16327.2178,16110.2686,16032.1953,16330.3311,16214.1475,16165.9639,16108.4297,16146.873,16216.6523,16142.5352,16326.8389,16159.2129,16043.3643,16235.5674,15900.6377,16364.5107,16275.7207,16403.9336,15930.2383,15970.4902,16245.8262,16360.7217,16655.1543,15879.6846,0
16542.6602,16504.5469,16461.2031,15836.2813,16083.3086,16090.3701,16392.709,16807.2734,16339.0898,16466.4102,15929.5752,16034.2256,16307.877,16371.0654,16778.6621,16267.4297,16524.9727,15986.3242,16061.1719,16157.3232,16001.5127,16538.0527,16531.4531,16485.6016,15953.3652,15939.4834,16028.4629,16284.7959,16713.6055,16352.5137,16398.0273,15969.9277,15984.4551,16278.9756,16438.6367,16733.2305,16188.665,16255.877,16177.0693,16096.2813,16011.7607,15985.3066,16458.1621,16443.125,16616.2754,15870.8574,15967.582,16113.7334,16237.3799,16725.6445,16260.248,16304.7559,15978.1504,16096.8535,16094.8037,16339.8057,16675.082,16357.7725,16435.8613,15827.2314,16263.0146,16197.2363,16192.7539,16298.2217,16305.5273,16520.2832,16044.8701,16095.7822,16006.3613,16062.9063,16578.6758,16406.9922,16444.4961,15948.5723,15932.8096,16047.4307,16337.8613,16557.7363,16385.6855,16455.668,16043.6289,16024.0322,16274.6943,15869.2793,16343.5908,16423.082,16469.082,15924.2393,16162.6201,16152.1855,16027.3633,16419.3867,16486.9629,16747.1289,15862.5645,16080.5938,16013.5127,16284.1182,16483.4043,16391.0352,16610.5371,16020.9365,15992.8438,16129.4385,16494.4004,16151.1836,16108.998,16464.0996,16049.3506,16140.54,15989.7852,16248.5391,16368.4629,16226.8975,16571.418,15955.8076,16104.208,16135.2266,16194.376,16362.6113,16432.7617,16427.4062,15962.25,16086.0234,16153.0898,16185.3154,16355.7061,16354.1904,0
16282.6289,16399.1562,16030.0391,16453.3418,15977.5215,16130.2959,16152.8281,16394.1191,16642.0566,16207.0762,16419.8848,15833.7539,16044.666,16276.3135,16349.8594,16836.0547,16150.0059,16343.5166,15964.9834,16061.1182,16088.2305,16075.2686,16325.1172,16295.457,16481.9082,15962.0479,16070.459,15998.9238,16363.7754,16570.2988,16377.501,16571.5664,15874.2285,16057.3389,16106.8467,16339.9756,16465.1367,16551.1582,16568.7266,15875.0508,16044.9463,16273.0586,16433.6523,16132.4805,16285.9375,16451.0059,15983.1953,16278.75,16096.6904,16121.917,16432.8008,16327.8301,16454.373,16075.543,16040.4053,16021.041,16242.5859,16551.1504,16255.3867,16495.0332,15955.918,16257.4893,16005.3691,16126.9053,16444.9355,16345.3457,16480.1895,16202.7695,16125.5928,15965.167,16111.3154,16225.6211,16330.3525,16559.666,16249.4072,16309.876,16028.3535,16043.9961,16283.1611,16168.4189,16381.541,16018.0322,16104.2891,16091.4258,16222.6963,16279.1494,16382.4238,16547.3086,16150.2471,16360.2236,16047.8193,16219.7783,16334.1768,16074.2637,16349.4805,16400.1836,16249.0518,15995.9697,16092.3564,16146.6279,16201.8398,16475.8066,16266.0088,16067.8184,16005.1758,16128.1143,16245.0771,16170.4795,16522.4824,16092.3086,16090.5781,16221.5879,16237.6494,16147.9434,16142.4902,16186.4619,16267.0068,16383.8213,16197.7061,16193.293,16098.9287,16141.3643,16499.8555,16187.1826,16392.625,16129.2637,15948.1143,16172.9902,0
16528.1562,16308.501,16649.8926,15877.0771,15909.1182,16167.7061,16320.4756,16648.4687,16233.4961,16385.8027,16107.4893,16116.1748,16243.1338,16429.2559,16144.1299,16391.1484,16624.9355,16028.041,16182.7432,16068.0098,16133.458,16521.9414,16273.6699,16422.9551,16024.3369,15997.2148,15981.7021,16135.416,16581.4121,16382.2539,16513.6836,15922.5576,16025.9756,16129.123,16244.5615,16514.9648,16314.7744,16495.6914,16098.4678,16255.1924,16169.752,16016.1289,16315.9023,16320.9766,16388.9766,16096.8975,16285.2402,16099.0498,16018.874,16412.5391,16445.7695,16623.5898,15905.9004,16106.6533,15948.8936,16098.4922,16532.3672,16315.5039,16448.7383,15960.9033,16343.0498,16058.543,16162.2832,16234.0039,16119.2305,16460.3125,16250.7148,16212.541,15846.2744,16001.3105,16392.0586,16346.749,16567.873,15955.0068,16144.3818,16081.2305,16098.5693,16144.082,16413.3008,16556.2715,15974.5566,16215.8896,16052.168,16299.3105,16155.9492,16136.8018,16231.4209,16380.5898,16233.0508,15982.9307,16082.0869,16203.9736,16216.0244,16399.9805,16231.5693,16165.3252,16015.625,16153.0967,16211.7393,16112.9932,16556.2734,16208.541,16218.124,15854.415,16116.1963,16179.1748,16174.4258,16253.9912,16304.6875,16412.6465,16071.2246,16204.459,16127.5225,16167.3789,16287.2773,16250.8994,16287.5645,16034.3896,16211.9492,16156.0996,16171.6406,16316.3467,16239.9971,16253.1719,16056.9746,16022.4131,16372.9932,16255.2725,0
16226.042,16359.6133,16780.6445,16315.9893,16363.2588,16037.9873,16133.7266,16209.2852,16374.3945,16648.1055,16310.8174,16251.8271,16077.1191,16172.2549,16282.5869,16393.1836,16544.0098,15885.6172,16313.0645,16373.0986,15830.9727,16136.792,16260.3789,16502.6074,16202.7021,16441.8691,15983.8652,15910.749,16146.8633,16248.3027,16510.7012,16355.9717,16341.293,16077.7969,15965.9639,16310.8301,16354.1465,16522.4062,16091.1475,16177.9619,15978.126,16111.1826,16161.6279,16241.9063,16347.2813,16319.0674,16621.4902,16034.6543,16052.2158,16014.5508,16205.0996,16676.0488,16416.3496,16362.9463,15798.4287,15997.1367,16148.8301,16341.9541,16781.9219,16317.8594,16174.5625,16005.5557,16144.7168,16158.5791,16233.1406,16604.9199,16487.6367,16634.7031,16030.2002,16027.6084,16045.7969,16104.2461,16603.2793,16474.9922,16512.8672,15771.207,15924.6191,16214.2256,16374.9004,16421.3633,16132.8613,16409.0293,16020.2637,15943.5195,16183.248,16303.2822,16681.3496,16328.4219,16564.7656,16140.5469,16044.5664,16015.1377,16219.9902,16423.252,16390.2324,16508.5605,15945.8252,15883.5742,16194.5361,16181.541,16593.4434,16247.8525,16442.0078,16114.6816,16022.6582,15967.5996,16266.6426,16743.918,16131.0732,16290.8662,16033.6543,16143.8008,16066.3984,16005.6191,16330.7383,16347.6064,16774.1016,16023.2256,15965.4365,16086.0313,16178.7207,16375.6016,16283.5684,16477.9531,15880.2305,15937.4854,16188.8574,16296.4951,0
16419.3164,15995.5322,16055.1123,16269.6924,16321.1377,16204.6611,16476.1289,16021.502,16348.9375,16187.9893,16127.9775,16344.8662,16240.9648,16345.374,16118.7227,15927.2998,16348.2314,16252.5732,16141.7451,16009.4102,16319.4082,16346.5713,16151.9873,15962.374,16249.9287,16279.1133,16210.9385,16626.2148,15982.1719,16162.6309,16195.9844,16269.6504,16135.6465,16266.7227,16425.1055,16068.5615,16001.6621,16220.3691,16328.416,16145.6641,15981.7305,16322.5635,16521.9004,15961.6006,16164.0088,16103.7627,16333.4551,16178.874,16580.9785,16030.5732,15998.7041,16079.291,16291.3408,16327.832,16247.248,16575.293,16063.3555,16099.7119,16259.752,16142.6396,16173.2588,16057.8018,16436.8027,16265.1338,16044.2715,16155.5908,16174.0996,16079.9668,16207.1855,16682.5566,16107.6758,16113.0996,16101.3662,16053.6123,16148.2979,16229.3877,16664.7246,15919.9297,16093.752,16164.915,16288.5645,16237.4219,16123.2988,16474.3887,16123.5127,16073.9063,16145.791,16214.7344,16043.8574,16177.4961,16383.2168,16132.3789,16074.71,15983.6719,16093.3408,16422.957,16365.3262,16825.3633,15936.7012,16047.998,16174.3447,16268.0107,16260.0986,16236.3584,16669.9609,16112.6982,16151.9785,16138.2275,16233.874,16098.2637,16144.1943,16171.8467,16137.0459,16122.3389,16045.7354,16139.3203,16175.7549,16474.4258,16752.8457,15994.9502,16084.3408,16324.1523,16274.0996,16288.7676,16178.4639,16519.2168,16099.9277,16003.6504,0
16117.2451,16065.9492,16115.6748,16250.4072,16262.7168,16153.7314,16352.9814,16013.7334,16121.9023,16294.1016,16069.4902,16236.2051,16209.2979,16093.0801,16168.7012,16202.6572,16271.8877,16136.1572,16145.8857,16215.415,16774.9121,16126.1494,16197.0527,16318.6719,16198.7646,16208.1963,16119.6328,16219.1436,16037.7783,16119.7705,16144.623,16154.7764,16309.8604,16201.3242,16169.3926,16210.9307,16128.9131,16398.9902,16063.1406,16228.6074,16242.2588,16105.998,16092.5059,16088.5205,16328.4873,16149.4229,16242.2139,16203.3154,16410.6074,16281.8105,15947.0391,16283.6484,16112.1855,16267.0342,16063.8398,16170.7949,16342.9316,16211.8252,16252.127,15891.0654,16077.9512,16210.374,16051.9063,16258.3096,16233.332,16205.7617,16296.7842,16293.9375,16208.1865,16525.4746,16147.3818,16112.8906,16117.1777,16249.3145,16067.8662,16027.2041,16227.4756,16242.2354,16102.3252,16417.8594,16130.5303,16045.5586,16060.0977,16196.1025,16300.4209,16402.0859,16238.1143,16262.5527,16261.376,16255.8398,16525.5586,16249.7373,16142.7559,16221.4404,16155.1133,16207.5078,16149.9707,16161.5693,16307.5977,16219.0117,16296.8555,16194.9746,16219.5479,16168.1465,16056.2773,16428.5898,16272.1592,16388.1543,16017.1377,16209.3936,16107.9326,16441.248,16073.8721,16075.4561,16164.707,16074.0732,16244.9375,16164.0449,16442.0039,16339.0137,16206.3047,16283.043,15989.9209,16215.2588,16119.1963,16094.4316,16464,16141.417,0
16158.1729,16670.1289,16077.9824,16126.2666,16207.6289,16206.9473,16232.7598,16184.8408,16213.3916,16089.1162,16019.1592,16407.1836,16078.8945,16110.9287,16123.2939,16190.8027,16219.7383,16135.8096,16470.0664,16097.7842,16259.4707,16352.9912,16563.4043,16080.1055,15906.7734,16368.165,16211.9971,16315.5811,16161.5391,16258.1279,16315.9893,16096.1768,16264.6172,16075.8135,16130.9648,16065.1006,16289.5928,16214.2559,16046.3135,16414.5195,16113.4189,16002.082,16387.498,16418.2051,15945.5,16114.2236,16133.1748,16268.0791,16276.0908,16296.0186,16445.7129,16132.627,16023.4854,16284.4521,16126.5996,16023.0977,16133.6201,16142.7061,16226.7637,16127.6533,16268.1338,16008.9863,16073.6338,16246.5645,16169.334,16379.8867,16103.79,16142.2451,16051.5117,16199.0664,16098.8535,16274.1074,16056.7627,16073.8887,16237.9609,16040.7676,16080.2422,16151.0215,16238.9619,16328.2207,16036.7441,16252.415,16059.1992,16208.2207,16189.2305,16226.5771,16505.4355,16190.334,16398.9277,16250.3086,16222.4395,16219.5439,16433.0566,16027.4453,16189.6924,16369.1123,16014.624,16264.3418,16077.4551,16106.085,16371.7012,16053.9473,16247.3262,16118.8193,16079.8877,16350.1689,16120.4668,16435.2832,16181.4023,16164.6514,15996.6504,16404.6016,16209.1602,16337.3662,16238.877,16130.4229,16266.082,16247.9023,16281.8213,16256.5205,16006.0273,16332.7676,16224.7441,16253.584,16042.5361,16097.8457,16137.8154,16183.5771,0
16429.5977,16706.0117,15954.7666,16306.4971,16208.3965,16110.6484,16294.5723,16065.999,16197.8789,16235.207,16257.1543,15975.3184,15999.6445,16023.4131,16353.4658,16549.9922,16063.2021,16192.5508,16088.8535,16078.7959,16451.1523,16462.125,16390.0176,16010.3369,16027.9326,16002.6826,16292.1377,16204.5439,16199.4502,16401.7031,16108.8154,16433.0918,16052.3848,15924.9971,16169.71,16364.9434,16656.4629,16085.9248,16024.1543,15886.8721,15972.3965,16479.4258,16309.5098,16640.043,15900.0303,15915.4512,16092.2168,16101.6406,16565.7676,16024.8408,16367.2969,16093.5195,16397.3789,16048.2041,15892.2275,16286.1895,16255.1719,16564.3789,15973.6914,16080.6729,16005.8086,16113.5703,16413.6465,16361.4951,16539.916,15935.9043,16025.4141,16182.2529,16276.2344,16467.5977,16284.498,16525.4824,16045.6094,16129.416,16025.7939,16065.9805,16363.6641,16412.2793,16661.6094,15966.373,16208.1016,15982.0127,16141.4033,16500.4609,16355.7188,16443.1289,15958.1221,15951.1602,16104.3213,16262.377,16461.6035,16385.3828,16469.7617,15969.1191,16127.9668,15932.2734,15966.5039,16235.791,16322.0342,16589.0605,16006.2441,16099.1152,16048.4951,16176.8281,16681.0664,16241.3291,16351.0596,16056.2236,15905.9512,16103.6104,16281.7529,16485.5898,16171.3916,16448.168,16044.2334,16005.5273,16263.2568,15936.6094,16366.4072,16385.2266,16508.752,16018.5977,15908.6924,16162.625,16156.6904,16444.8594,16268.915,16446.6953,0
16172.7422,16207.8828,16032.1426,16057.6748,16198.7813,16048.6084,16397.3105,16494.6016,16663.4961,15887.2979,15931.0518,16115.7002,16280.8691,16527.498,16404.6758,16313.7959,16039.1309,16189.0869,16296.3457,16389.7266,16669.8867,16099.6445,16095.042,16127.0039,16155.125,16374.3242,16454.1953,16613.8789,16360.0244,16443.8887,15846.0859,15658.1895,16227.1387,16192.2637,16600.9141,16168.9746,16407.3086,15975.5273,15988.1348,16372.2871,16406.5996,16724.998,15989.4336,16083.0547,16112.9941,16242.8398,16214.751,16198.2881,16387.3066,16213.1514,15960.0742,16007.0078,16094.7793,16097.8916,16462.6094,16698.5117,16270.3896,16299.8076,16007.4131,15983.5488,16213.1533,16256.3965,16718.7773,16225.7002,16121.2305,16168.4961,16254.5596,16249.3584,16192.415,16428.3887,16120.123,16075.5264,16354.0293,16031.3037,16237.3623,16461.7012,16760.2285,15993.8809,16082.5674,16177.7119,16231.2197,16332.7158,16376.3115,16545.8965,16019.6025,16147.002,16176.0605,16144.0537,16283.0195,16172.0752,16389.4707,16137.3037,16170.1104,16395.4004,15983.5713,15979.0068,16470.9297,16589.7539,16021.292,16189.1982,16200.4746,16101.5,16241.0313,16189.709,16592.584,16082.1318,16064.8809,16385.4375,16050.2207,16070.9336,16155.1729,16389.9355,16286.0117,16112.1934,16230.043,16109.5996,16245.9668,16108.6445,16853.0781,16072.9668,16027.8848,16240.5654,16395.1074,16161.2383,16168.6836,16361.002,16153.0361,16027.3115,0
16166.6416,15931.3135,16220.6416,16020.7188,16498.2539,16031.416,16010.9658,15985.4375,16036.166,16402.7715,16213.3936,16584.6836,15978.8916,15983.5371,16116.8018,16252.9697,16591.7773,15962.2725,16379.252,16119.0537,16359.4795,15986.2373,16002.7705,16239.9961,16268.3838,16500.2539,16098.0557,16176.3975,15952.4307,15772.6006,16377.3447,16293.5381,16423.793,16029.5752,16100.7119,16100.4932,15888.9756,16404.7129,16289.667,16466.1602,16308.8066,16183.248,16027.1777,16099.2139,16200.9502,16191.7754,16715.8418,16012.0049,16091.9854,15985.7139,16043.4775,16380.3154,16333.0195,16510.8477,15908.2314,16077.4766,16064.7109,16151.6777,16531.1914,16261.2842,16480.8145,15932.1045,16245.3242,16099.8008,15943.501,16249.7539,16197.5391,16614.375,16109.0986,16114.9307,15920.1162,16255.6875,16323.7412,16372.9307,16378.9277,16060.0605,16114.3379,16074.1025,16089.5195,16349.2549,16205.7988,16515.8379,16013.2656,15874.1582,16061.2842,16137.8438,16305.9746,16015.6533,16577.334,16136.7998,16024.0244,16014.2471,15987.0928,16467.3789,16478.918,16476.1758,15896.8076,16047.4131,16136.4307,15992.6475,16445.1719,16452.5527,16435.4297,15926.9072,15924.7705,16269.8965,16409.668,16172.6748,16225.5273,16489.3164,16014.624,16048.9189,16127.1445,16086.3975,16304.8838,16395.8652,16713.625,16051.1455,15866.1523,16011.9707,16295.0566,16422.8008,16250.7783,16488.6328,15862.9922,15910.2539,16057.3105,16459.6035,0
16186.0791,16681.9004,16149.5137,15800.6543,16088.457,16473.2129,16787.8457,16273.5313,16252.5029,16030.1738,16220.4111,16267.0537,16338.0586,16746.6133,16163.5029,16073.415,16287.957,16192.3799,16109.4844,16358.4785,16501.373,16232.4951,16400.0039,15991.8809,15952.1318,16238.2275,16545.1719,16738.9414,16181.1729,16432.875,16154.0889,16026.9883,16150.8154,16401.0117,16681.248,16097.5195,16218.8711,15887.3408,16191.5508,16289.4053,16348.7637,16371.4746,16367.498,16622.1133,15829.7451,15878.7412,16223.7578,16554.7988,16572.5273,16093.5566,16353.8613,16071.7148,15952.3096,16147.5664,16451.748,16537.5449,16207.1494,16263.6816,16071.3711,16064.6221,16316.3203,16078.7832,16576.5469,16296.0029,16181.5508,15947.415,16153.8115,16089.5117,16310.4814,16591.5781,16393.5703,16416.6953,16005.2705,16033.4248,16362.5186,16362.9795,16659.668,16207.124,16250.0166,15920.8076,16263.4023,16295.7207,16317.3906,16589.4629,15953.2246,16164.2002,15950.749,16219.2803,16158.502,16176.8525,16520.5918,16418.0312,16413.8809,15919.1787,15907.9844,16107.9336,16434.7559,16563.1309,16315.9932,16473.3105,16124.1211,16019.6523,16204.2646,16231.8984,16686.25,16070.2949,16157.9297,16167.6074,16301.375,16124.1885,16197.5869,16474.0312,16391.0039,16501.8301,15948.917,15909.3242,16009.3984,16342.3271,16620.1172,16284.1377,16366.501,16060.8047,15998.6709,16189.0215,16377.0264,16671.332,16047.8418,16369.2129,0
16179.0547,16092.7217,16319.7988,16168.6416,16126.9854,16184.6191,16017.7988,16204.9463,16173.3184,16334.9609,16136.4531,16144.1143,16214.4063,16159.4199,16418.5684,16158.7861,16195.4668,16156.5,16234.4922,16093.1816,16482.3418,16077.3594,16119.5801,16158.3213,16174.3652,16343.7793,16003.3721,16336.374,16259.123,16054.4102,16154.5576,16172.0264,16094.2852,16208.6094,16198.6836,16391.2441,16220.5762,16217.2539,15984.2549,15995.9473,16069.3711,16642.8809,16084.9971,16033.6895,16171.1973,16068.3779,16261.4912,16196.834,16314.835,16139.4688,16050.1279,16241.0771,16145.6182,16185.5205,15951.7402,16097.3389,16371.1396,16204.2119,16265.9902,16206.4404,16032.1523,16172.1865,16125.7559,16356.4189,16016.7422,16133.3252,16204.1318,16157.2871,16268.04,16246.3408,16046.084,16055.2314,16352.0088,16331.1338,16085.4824,16169.252,16261.8398,16236.0049,16256.3828,16271.3379,16159.6191,15985.4326,16143.626,16025.7852,16303.9531,16190.4668,16257.6406,16301.6006,16357.9795,16041.5273,16434.8203,16237.8672,15969.9014,16198.9736,16102.2188,16121.043,16004.6201,16323.7158,16263.4873,16047.6299,16226.2178,16180.376,16109.1309,16194.9941,16246.8369,16375.4219,16327.5537,16275.043,15939.7559,16329.8545,16125.8271,16569.957,16102.2998,16202.8984,16267.7705,16127.9805,16214.2471,16319.5654,16349.2725,16055.7119,16080.1445,16360.1963,16140.876,16015.0234,15952.2275,16096.1484,16343.0977,16190.7461,0
16380.5391,16206.6758,16187.2881,16133.3057,16020.1094,16119.9043,16789.1328,16273.2119,16164.4043,16107.957,16151.207,16328.2598,16284.8359,16396.8672,15959.084,16251.2715,16395.6328,16250.6396,16178.6406,16071.541,16106.9424,16332.8799,16113.5107,16189.1094,16157.1924,16164.6738,16214.1182,16643.2402,16007.0117,16169.8311,16250.1436,16156.1455,16199.0518,16206.5664,16368.5879,16157.4658,16053.7363,16366.3721,16117.9932,16101.833,16036.5635,16179.1504,16252.0957,16122.1143,16443.9297,16128.0693,16375.4092,16322.9492,16481.3867,16100.833,16128.2598,16223.2695,16242.4482,16394.0156,16052.875,16525.1582,16025.4189,16133.0732,16265.8838,16110.2236,16017.0674,16254.7373,16128.3281,16301.9365,16128.0518,16283.6338,16029.0313,16326.0703,16291.9492,16522.8906,16262.6523,15987.6533,16247.2148,16047.5068,16341.1748,16211.502,16582.4023,15958.6191,16161.7412,16310.3193,16201.1758,16161.4326,16137.6621,16423.5723,16159.083,16093.8154,16282.3594,15997.0088,16250.8037,16209.8506,16193.0957,15978.6211,16202.875,16054.8105,16151.8779,16258.9668,16270.5537,16626.8809,15989.9678,16158.0244,16274.7891,16089.3154,16246.4355,16474.6699,16310.3193,16236.6895,16025.9854,16273.459,16022.4678,16184.4102,16117.3418,16191.6641,16250.918,16080.6719,16137.6631,16115.4746,16335.8076,16298.0459,16517.998,16103.8496,15969.2764,16093.4492,16288.9424,16263.001,16139.1152,16393.6523,16170.4736,16122.3457,0
16383.7656,16189.4414,16468.6895,16077.9004,16198.2109,16091.2324,16388.7812,16686.4434,16352.4316,16333.0723,16053.3076,16140.9199,16150.3457,16405.3027,16812.1953,16268.2002,16658.2988,16013.8037,16022.2217,15913.2461,16368.4277,16516.791,16180.2061,16501.1641,16095.3047,15926.6836,16071.748,16390.209,16609.2109,16357.9336,16424.5801,15948.9189,16003.7188,16377.4043,16307.2354,16690.7988,16060.6934,16433.7383,15944.0684,16055.4561,16011.1924,16057.4639,16301.7451,16323.3174,16474.0293,15916.2939,16158.0479,16150.666,16376.4883,16597.7852,16333.2041,16281.5967,16030.0645,15927.4355,16116.2168,16372.0283,16690.6016,16188.248,16369.7188,16023.9238,16221.5273,15867.3945,16070.1611,16426.8594,16290.7393,16660.7656,15894.3574,15978.5967,16257.4873,16172.0166,16364.0215,16433.5918,16532.3535,16066.3252,16083.4346,16151.1133,16211.9824,16707.252,16393.4414,16419.7656,15919.8486,15954.4893,16202.3105,15857.4863,16163.9668,16198.0244,16598.6973,16092.5605,16098.6533,16098.5596,16281.6641,16456.2402,16292.3955,16630.1406,15947.3633,15988.376,15935.2373,16216.8926,16429.6445,16372.876,16281.0459,15915.5078,15946.8623,16096.3438,16376.6455,16660,16150.6436,16545.5098,16161.2588,16228.8721,16020.9844,15984.9443,16258.5029,16376.0654,16483.4375,16022.6016,16045.3125,16074.7998,15911.2871,16397.4062,16342.7676,16645.0273,15862.3535,15896.1777,16127.1396,16197.1953,16533.2617,16357.501,0
15916.9824,16071.6055,16250.4648,16341.5547,16669.1973,16228.4355,16157.8438,15998.8633,16103.626,16380.3691,16224.8135,16594.7246,16022.9346,16342.293,16113.6689,16043.2002,16145.8418,16203.0625,16560.6738,16022.9941,16026.7363,16152.5449,15867.5332,16040.5137,16453.9551,16540.7734,16213.2363,16320.7773,15932.793,16086.5254,16110.0537,16407.4961,16642.9023,16035.4619,16181.4756,15995.0645,16062.1582,16269.5322,16452.4512,16605.7266,15925.332,16202.377,16237.5615,16163.6563,16161.4844,16398.1484,16509.6934,16256.6836,16622.1348,16038.4434,15957.0469,16012.5801,16363.5537,16643.1973,16389.168,16366.6563,15909.8545,16020.0518,16216.46,16402.8379,16801.5937,16186.5928,16232.8604,15908.2041,16026.1543,16185.7461,16334.833,16759.4902,16361.6436,16522.4199,15754.6191,16049.6709,16255.4336,16253.8174,16753.6699,16343.9844,16531.998,16060.7783,16046.4463,16028.0381,16259.3594,16556.25,16402.9023,16445.3555,15975.8877,16084.4268,16258.957,16285.1875,16675.8184,16157.1748,16524.4492,16007.1406,16090.9248,16010.3779,16138.7139,16379.5332,16549.9492,16541.4434,16013.876,16111.5186,16038.9219,16220.6113,16376.9912,16309.7256,16579.1914,15951.9424,16038.3916,16140.3301,16298.1338,16460.7402,16492.3203,16582.9238,15978.4141,16232.2979,15870.3604,16086.8564,16232.4561,16378.1045,16587.8828,16156.9268,16072.6416,16263.1113,16062.3203,16431.1934,16390.0937,16493.3613,16036.8564,16061.7852,0
